from	to	num_distinct_user
DLTRUNGKIEN	HTXDV dien Trung Kien thong bao tien dien thang 06/2018 cua quy khach la 332,611 de nghi nop vao ngay 21-22/06/2018.	1013
DLTRUNGKIEN	HTXDV dien Trung Kien thong bao tien dien thang 06/2018 cua quy khach la 173,195 de nghi nop vao ngay 21-22/06/2018.	1013
DLTRUNGKIEN	HTXDV dien Trung Kien thong bao tien dien thang 06/2018 cua quy khach la 81,787 de nghi nop vao ngay 21-22/06/2018.	1013
DLTRUNGKIEN	HTXDV dien Trung Kien thong bao tien dien thang 06/2018 cua quy khach la 357,137 de nghi nop vao ngay 21-22/06/2018.	1013
DLTRUNGKIEN	HTXDV dien Trung Kien thong bao tien dien thang 06/2018 cua quy khach la 357,137 de nghi nop vao ngay 21-22/06/2018.	1013
CTCPD-MODUC	Tien dien T5: 321T023L6-324_DEN 1 (BUI THIEN TO), CSM: 3469, SLD: 74, so tien: 142857, tai NHA VAN.X.HOA vao ngay 5,6.	9077
CTCPD-MODUC	Tien dien T5: 394T023L1-400_NGUYEN VAN TAM, CSM: 1380, SLD: 70, so tien: 120395, tai NHA VAN.X.HOA vao ngay 5,6.	9077
CTCPD-MODUC	Tien dien T5: 64T023L1-065_NGUYEN VAN TAM, CSM: 4436, SLD: 83, so tien: 143275, tai NHA VAN.X.HOA vao ngay 5,6.	9077
CTCPD-MODUC	Tien dien T5: 106T005L1-106_BUI THI THE, CSM: 6119, SLD: 129, so tien: 232465, tai NVH PHUOC LUONG vao ngay 11.	9077
CTCPD-MODUC	Tien dien T6: 129T100L1-018_DO TAN HUNG, CSM: 1654, SLD: 164, so tien: 303998, tai NVH D.QUANG vao ngay 24.	9077
CTCPD-MODUC	Tien dien T5: 160T065L1-175_AU TUAN LIEN, CSM: 2611, SLD: 105, so tien: 183414, tai NVHCD PHU AN vao ngay 12.	9077
CTCPD-MODUC	Tien dien T5: 109T104L1-110_PHAM VAN THAO, CSM: 4959, SLD: 89, so tien: 153835, tai TA.N.TAM&KDC21 vao ngay 17&18.	9077
CTCPD-MODUC	Tien dien T5: 95T061L3-126_NGUYEN DUC KIEM (NDA), CSM: 270, SLD: 244, so tien: 421925, tai NVH LNBAC vao ngay 6->8.	9077
CTCPD-MODUC	Tien dien T5: 111T061L1-034_NGUYEN DUC KIEM, CSM: 2264, SLD: 109, so tien: 191589, tai NVH LNBAC vao ngay 6->8.	9077
CTCPD-MODUC	Tien dien T5: 22T034L1-022_NGUYEN VAN VIET, CSM: 3072, SLD: 83, so tien: 143275, tai NVHCD CHU TUONG vao ngay 11.	9077
HTXDIENVUDI	Tien dien thang 6/2018 KH: T03-L01-00198 su dung 191kWh chi so cuoi 5137 tong thanh toan 359.181 khach hang thanh toan truoc ngay 28/6 tai diem thu	943
HTXDIENVUDI	Tien dien thang 6/2018 KH: T01-L01-00240 su dung 169kWh chi so cuoi 760 tong thanh toan 314.217 khach hang thanh toan truoc ngay 28/6 tai diem thu	943
HTXDIENVUDI	Tien dien thang 6/2018 KH: T02-L01-00370 su dung 139kWh chi so cuoi 618 tong thanh toan 252.903 khach hang thanh toan truoc ngay 28/6 tai diem thu	943
HTXDIENVUDI	Tien dien thang 6/2018 KH: T02-L01-00364 su dung 137kWh chi so cuoi 22236 tong thanh toan 236.900 khach hang thanh toan truoc ngay 28/6 tai diem thu	943
HTXDIENVUDI	Tien dien thang 6/2018 KH: T04-L01-00043 su dung 86kWh chi so cuoi 678 tong thanh toan 148.555 khach hang thanh toan truoc ngay 28/6 tai diem thu	943
HTXDIENVUDI	Tien dien thang 6/2018 KH: T02-L01-00090 su dung 88kWh chi so cuoi 418 tong thanh toan 152.075 khach hang thanh toan truoc ngay 28/6 tai diem thu	943
HTXDIENVUDI	Tien dien thang 6/2018 KH: T02-L01-00082 su dung 84kWh chi so cuoi 673 tong thanh toan 145.035 khach hang thanh toan truoc ngay 28/6 tai diem thu	943
HTXDIENVUDI	Tien dien thang 6/2018 KH: T04-L01-00163 su dung 131kWh chi so cuoi 797 tong thanh toan 236.553 khach hang thanh toan truoc ngay 28/6 tai diem thu	943
HTXDIENVUDI	Tien dien thang 6/2018 KH: T01-L01-00532 su dung 299kWh chi so cuoi 1460 tong thanh toan 632.401 khach hang thanh toan truoc ngay 28/6 tai diem thu	943
HTXDIENVUDI	Tien dien thang 6/2018 KH: T01-L01-00326 su dung 101kWh chi so cuoi 483 tong thanh toan 175.239 khach hang thanh toan truoc ngay 28/6 tai diem thu	943
EVN.N-THUAN	tin nhan TB tien dien va cac dich vu khac, mong KH thong cam.	28574
EVN.N-THUAN	Thong bao tien dien ky 1 thang 6/2018 cua quy khach:Mu A Duong-PB18060003671, dien tieu thu 53kWh, So tien 90 475VND (co VAT)	28574
EVN.N-THUAN	Thong bao tien dien ky 1 thang 6/2018 cua quy khach:Truong Van Kim-PB18020018077, dien tieu thu 205kWh, So tien 390 445VND (co VAT)	28574
EVN.N-THUAN	Thong bao tien dien ky 1 thang 6/2018 cua quy khach:Tran Van Ba-PB18020019461, dien tieu thu 153kWh, So tien 281 516VND (co VAT)	28574
EVN.N-THUAN	gay gian doan cung cap tin nhan thong bao tien dien va cac dich vu khac, mong khach hang thong cam.	28574
EVN.N-THUAN	Thong bao tien dien ky 1 thang 6/2018 cua quy khach:Dang Xuan Phi-PB18040020504, dien tieu thu 93kWh, So tien 160 875VND (co VAT)	28574
EVN.N-THUAN	Thong bao tien dien ky 1 thang 6/2018 cua quy khach:Huynh Xuan Tien-PB18020015780, dien tieu thu 138kWh, So tien 250 859VND (co VAT)	28574
EVN.N-THUAN	Thong bao tien dien ky 1 thang 6/2018 cua quy khach:Vo Thieu-PB18020035697, dien tieu thu 171kWh, So tien 318 305VND (co VAT)	28574
EVN.N-THUAN	Thong bao tien dien ky 1 thang 6/2018 cua quy khach:Nguyen Lan-PB18020020750, dien tieu thu 186kWh, So tien 348 962VND (co VAT)	28574
EVN.N-THUAN	Thong bao tien dien ky 1 - 6/2018 cua quy khach:Nguyen Tuan Kiet-PB18030015492, dien TT 165kWh, So tien 284 790VND (co VAT).	28574
DongA Bank	11/06/18 14:38 DongA Bank thong bao: TK 0107749887 da thay doi: +194,500 VND. Bao co chuyen tien dien tu: GHTK.,JSC. So du hien tai la: 196,338 VND.	30833
DongA Bank	DongA Bank thong bao: TK 0110424406 da thay doi: +2,500,000 VND. Bao co chuyen tien dien tu: TRAN MAU NIN1154536. So du hien tai la: 2,559,836 VND.	30833
DongA Bank	DongA Bank thong bao: TK 0109081135 da thay doi: +5,280,000 VND. Bao co chuyen tien dien tu: CONG TY CO PHAN L&A (L&A CORP.). So du hien tai la: 5,379,661 VND.	30833
DongA Bank	05/06/18 15:12 DongA Bank thong bao: TK 0109579817 da thay doi: +1,000,000 VND. Bao co chuyen tien dien tu: VO THI NGOC HUYEN. So du hien tai la: 5,674,944 VND.	30833
DongA Bank	DongA Bank TK 0109675418 da thay doi: +509,600 VND. Bao co chuyen tien dien tu: BHXH TPHCM ODTSDS TU 01.06 DEN 30.06.2018. So du hien tai la: 642,508 VND.	30833
DongA Bank	DongA Bank thong bao: TK 0109250654 da thay doi: +17,348,000 VND. Bao co chuyen tien dien tu: YAKULT VIETNAM CO.,LTD. So du hien tai la: 17,381,731 VND.	30833
DongA Bank	01/06/18 11:09 DongA Bank thong bao: TK 0110344013 da thay doi: +8,000,000 VND. Bao co chuyen tien dien tu: NGUYEN THI HA. So du hien tai la: 72,751,486 VND.	30833
DongA Bank	14/06/18 10:15 DongA Bank thong bao: TK 0106617839 da thay doi: +1,500,000 VND. Bao co chuyen tien dien tu: TRAN THI HAU. So du hien tai la: 2,655,837 VND.	30833
DongA Bank	06/06/18 10:26 DongA Bank thong bao: TK 0107613830 da thay doi: +3,000,000 VND. Bao co chuyen tien dien tu: TRUONG MAM NON 1. So du hien tai la: 3,262,379 VND.	30833
DongA Bank	DongA Bank thong bao: TK 0109485899 da thay doi: +1,000,000 VND. Bao co chuyen tien dien tu: NGUYEN THI THANH TAM. So du hien tai la: 2,829,075 VND.	30833
EVN.BR-VTAU	Dien Luc TB den kh Nguyen Thanh Hai, MKH: PB15050016490 tien dien T6/2018 la 332611 VND. De nghi kh thanh toan  truoc ngay 28/06/2018. Tran trong!	7222
EVN.BR-VTAU	Dien Luc TB den kh Nguyen Duong, MKH: PB15051141358 tien dien T6/2018 la 373487 VND. De nghi kh thanh toan  truoc ngay 28/06/2018. Tran trong!	7222
EVN.BR-VTAU	Dien Luc TB den kh Doan Thanh Son, MKH: PB15050013099 tien dien T6/2018 la 209983 VND. De nghi kh thanh toan  truoc ngay 28/06/2018. Tran trong!	7222
EVN.BR-VTAU	Dien Luc TB den kh Cao Thanh Binh, MKH: PB15040059594 tien dien T6/2018 la 220202 VND. De nghi kh thanh toan . Tran trong!	7222
EVN.BR-VTAU	Dien Luc TB den kh Huynh Thi Be, MKH: PB15040046528 tien dien T6/2018 la 344874 VND. De nghi kh thanh toan . Tran trong!	7222
EVN.BR-VTAU	Dien Luc TB den kh Mai Thi Trang, MKH: PB15080002434 tien dien T6/2018 la 506275 VND. De nghi kh thanh toan  truoc ngay 28/06/2018. Tran trong!	7222
EVN.BR-VTAU	Dien Luc TB den kh Pham Thi Xuyen, MKH: PB15040057210 tien dien T6/2018 la 212027 VND. De nghi kh thanh toan . Tran trong!	7222
EVN.BR-VTAU	Dien Luc TB den kh Le Van Hung, MKH: PB15051123797 tien dien T6/2018 la 498553 VND. De nghi kh thanh toan  truoc ngay 28/06/2018. Tran trong!	7222
EVN.BR-VTAU	Dien Luc TB den kh Nguyen Van Huynh, MKH: PB15040059941 tien dien T6/2018 la 120395 VND. De nghi kh thanh toan . Tran trong!	7222
EVN.BR-VTAU	Dien Luc TB den kh Nguyen Van Sac, MKH: PB15050008374 tien dien T6/2018 la 108940 VND. De nghi kh thanh toan  truoc ngay 29/06/2018. Tran trong!	7222
EVN.K-GIANG	doan cung cap tin nhan thong bao tien dien va cac dich vu khac, mong quy khach hang thong cam. Tran trong cam on !	20183
EVN.K-GIANG	doan cung cap tin nhan thong bao tien dien va cac dich vu khac, mong quy khach hang thong cam. Tran trong cam on !	20183
EVN.K-GIANG	doan cung cap tin nhan thong bao tien dien va cac dich vu khac, mong quy khach hang thong cam. Tran trong cam on !	20183
EVN.K-GIANG	doan cung cap tin nhan thong bao tien dien va cac dich vu khac, mong quy khach hang thong cam. Tran trong cam on !	20183
EVN.K-GIANG	oan cung cap tin nhan thong bao tien dien va cac dich vu khac, mong quy khach hang thong cam. Tran trong cam on !	20183
EVN.K-GIANG	doan cung cap tin nhan thong bao tien dien va cac dich vu khac, mong quy khach hang thong cam. Tran trong cam on !	20183
EVN.K-GIANG	doan cung cap tin nhan thong bao tien dien va cac dich vu khac, mong quy khach hang thong cam. Tran trong cam on !	20183
EVN.K-GIANG	doan cung cap tin nhan thong bao tien dien va cac dich vu khac, mong quy khach hang thong cam. Tran trong cam on !	20183
EVN.K-GIANG	doan cung cap tin nhan thong bao tien dien va cac dich vu khac, mong quy khach hang thong cam. Tran trong cam on !	20183
EVN.K-GIANG	doan cung cap tin nhan thong bao tien dien va cac dich vu khac, mong quy khach hang thong cam. Tran trong cam on !	20183
BUUDIENYB	Buu dien YB kinh moi quy khach den Buu Dien thanh toan tien dien thang 6. Quy khach da nop tien hoac CK qua ATM vui long bo qua tin nhan nay. Tran trong!	741
BUUDIENYB	Buu dien YB kinh moi quy khach den Buu Dien thanh toan tien dien thang 6. Quy khach da nop tien hoac CK qua ATM vui long bo qua tin nhan nay. Tran trong!	741
BUUDIENYB	Buu dien YB kinh moi quy khach den Buu Dien thanh toan tien dien thang 6. Quy khach da nop tien hoac CK qua ATM vui long bo qua tin nhan nay. Tran trong!	741
BUUDIENYB	Buu dien YB kinh moi quy khach den Buu Dien thanh toan tien dien thang 6. Quy khach da nop tien hoac CK qua ATM vui long bo qua tin nhan nay. Tran trong!	741
BUUDIENYB	Buu dien YB kinh moi quy khach den Buu Dien thanh toan tien dien thang 6. Quy khach da nop tien hoac CK qua ATM vui long bo qua tin nhan nay. Tran trong!	741
BUUDIENYB	Buu dien YB kinh moi quy khach den Buu Dien thanh toan tien dien thang 6. Quy khach da nop tien hoac CK qua ATM vui long bo qua tin nhan nay. Tran trong!	741
BUUDIENYB	Buu dien YB kinh moi quy khach den Buu Dien thanh toan tien dien thang 6. Quy khach da nop tien hoac CK qua ATM vui long bo qua tin nhan nay. Tran trong!	741
BUUDIENYB	Buu dien YB kinh moi quy khach den Buu Dien thanh toan tien dien thang 6. Quy khach da nop tien hoac CK qua ATM vui long bo qua tin nhan nay. Tran trong!	741
BUUDIENYB	Buu dien YB kinh moi quy khach den Buu Dien thanh toan tien dien thang 6. Quy khach da nop tien hoac CK qua ATM vui long bo qua tin nhan nay. Tran trong!	741
BUUDIENYB	Buu dien YB kinh moi quy khach den Buu Dien thanh toan tien dien thang 6. Quy khach da nop tien hoac CK qua ATM vui long bo qua tin nhan nay. Tran trong!	741
PCDANANG	PC Da Nang: Khach hang co ma PP03000838699 con no tien dien thang 6/2018-1 la 310130 d. Xin vui long thanh toan truoc ngay 28/06/2018!	5343
PCDANANG	PC Da Nang: Khach hang co ma PP03000915812 con no tien dien thang 6/2018-1 la 1240533 d. Xin vui long thanh toan truoc ngay 20/06/2018!	5343
PCDANANG	PC Da Nang: Khach hang co ma PP09000915279 con no tien dien thang 6/2018-1 la 250859 d. Xin vui long thanh toan truoc ngay 21/06/2018!	5343
PCDANANG	PC Da Nang: Khach hang co ma PP09000909170 con no tien dien thang 6/2018-1 la 537163 d. Xin vui long thanh toan truoc ngay 28/06/2018!	5343
PCDANANG	PC Da Nang: Khach hang co ma PP07000616772 con no tien dien thang 6/2018-1 la 961249 d. Xin vui long thanh toan truoc ngay 02/07/2018!	5343
PCDANANG	PC Da Nang: Khach hang co ma PP09000817284 con no tien dien thang 6/2018-1 la 1004828 d. Xin vui long thanh toan truoc ngay 21/06/2018!	5343
PCDANANG	PC Da Nang: Khach hang co ma PP09000887892 con no tien dien thang 6/2018-1 la 546682 d. Xin vui long thanh toan truoc ngay 21/06/2018!	5343
PCDANANG	PC Da Nang: Khach hang co ma PP05000960202 con no tien dien thang 6/2018-1 la 54525 d. Xin vui long thanh toan truoc ngay 30/06/2018!	5343
PCDANANG	PC Da Nang: Khach hang co ma PP05000971687 con no tien dien thang 6/2018-1 la 369400 d. Xin vui long thanh toan truoc ngay 30/06/2018!	5343
PCDANANG	PC Da Nang: Khach hang co ma PP05000525743 con no tien dien thang 6/2018-1 la 447073 d. Xin vui long thanh toan truoc ngay 30/06/2018!	5343
PC_SonLa	DLTP TB: Do so du tai khoan cua quy khach khong du thanh toan tien dien.De nghi quy khach nop tien vao tai khoan de ngan hang thanh toan tien dien trong thang.	269
PC_SonLa	DLTP TB: Do so du tai khoan cua quy khach khong du thanh toan tien dien.De nghi quy khach nop tien vao tai khoan de ngan hang thanh toan tien dien trong thang.	269
PC_SonLa	DLTP TB: Do so du tai khoan cua quy khach khong du thanh toan tien dien.De nghi quy khach nop tien vao tai khoan de ngan hang thanh toan tien dien trong thang.	269
PC_SonLa	DLTP TB: Do so du tai khoan cua quy khach khong du thanh toan tien dien.De nghi quy khach nop tien vao tai khoan de ngan hang thanh toan tien dien trong thang.	269
PC_SonLa	DLTP TB: Do so du tai khoan cua quy khach khong du thanh toan tien dien.De nghi quy khach nop tien vao tai khoan de ngan hang thanh toan tien dien trong thang.	269
PC_SonLa	DLTP TB: Do so du tai khoan cua quy khach khong du thanh toan tien dien.De nghi quy khach nop tien vao tai khoan de ngan hang thanh toan tien dien trong thang.	269
PC_SonLa	DLTP TB: Do so du tai khoan cua quy khach khong du thanh toan tien dien.De nghi quy khach nop tien vao tai khoan de ngan hang thanh toan tien dien trong thang.	269
PC_SonLa	DLTP TB: Do so du tai khoan cua quy khach khong du thanh toan tien dien.De nghi quy khach nop tien vao tai khoan de ngan hang thanh toan tien dien trong thang.	269
PC_SonLa	DLTP TB: Do so du tai khoan cua quy khach khong du thanh toan tien dien.De nghi quy khach nop tien vao tai khoan de ngan hang thanh toan tien dien trong thang.	269
PC_SonLa	DLTP TB: Do so du tai khoan cua quy khach khong du thanh toan tien dien.De nghi quy khach nop tien vao tai khoan de ngan hang thanh toan tien dien trong thang.	269
PC_T.Quang	DLYS xin TB dien tieu thu KH:PA12YS0069083. Thang 6/2018 la: 95 kWh.So tien:164395 VND. Ngay thu tien dien khong thay doi. LH 19006769	32665
PC_T.Quang	DLYS xin TB dien tieu thu KH:PA12YS0072964. Thang 6/2018 la: 98 kWh.So tien:169675 VND. Ngay thu tien dien khong thay doi. LH 19006769	32665
PC_T.Quang	DLYS xin TB dien tieu thu KH:PA12YS0102821. Thang 6/2018 la: 36 kWh.So tien:61340 VND. Ngay thu tien dien khong thay doi. LH 19006769	32665
PC_T.Quang	DLYS xin TB dien tieu thu KH:PA12YS0066224. Thang 6/2018 la: 258 kWh.So tien:526867 VND. Ngay thu tien dien khong thay doi. LH 19006769	32665
PC_T.Quang	DLYS xin TB dien tieu thu KH:PA12YS0100067. Thang 6/2018 la: 78 kWh.So tien:134878 VND. Ngay thu tien dien khong thay doi. LH 19006769	32665
PC_T.Quang	DLYS xin TB dien tieu thu KH:PA12YS0100068. Thang 6/2018 la: 114 kWh.So tien:201808 VND. Ngay thu tien dien khong thay doi. LH 19006769	32665
PC_T.Quang	DLYS xin TB dien tieu thu KH:PA12YS0091852. Thang 6/2018 la: 102 kWh.So tien:177283 VND. Ngay thu tien dien khong thay doi. LH 19006769	32665
PC_T.Quang	DLYS xin TB dien tieu thu KH:PA12YS0086641. Thang 6/2018 la: 92 kWh.So tien:159115 VND. Ngay thu tien dien khong thay doi. LH 19006769	32665
PC_T.Quang	DLYS xin TB dien tieu thu KH:PA12YS0100133. Thang 6/2018 la: 349 kWh.So tien:603491 VND. Ngay thu tien dien khong thay doi. LH 19006769	32665
PC_T.Quang	DLYS xin TB dien tieu thu KH:PA12YSYS60807. Thang 6/2018 la: 40 kWh.So tien:68156 VND. Ngay thu tien dien khong thay doi. LH 19006769	32665
LAZADA	Thu tuc hoan tien cho don hang # 203237559356186 da hoan tat. Ma tien dien tu se duoc hoan lai trong vong 1 ngay lam viec. Vui long ki	5855
LAZADA	Thu tuc hoan tien cho don hang # 203193104578138 da hoan tat. Ma tien dien tu se duoc hoan lai trong vong 1 ngay lam viec. Vui long ki	5855
LAZADA	Thu tuc hoan tien cho don hang # 202891270956925 da hoan tat. Ma tien dien tu se duoc hoan lai trong vong 1 ngay lam viec. Vui long ki	5855
LAZADA	Thu tuc hoan tien cho don hang # 203252739986168 da hoan tat. Ma tien dien tu se duoc hoan lai trong vong 1 ngay lam viec. Vui long ki	5855
LAZADA	Thu tuc hoan tien cho don hang # 203252739986168 da hoan tat. Ma tien dien tu se duoc hoan lai trong vong 1 ngay lam viec. Vui long ki	5855
LAZADA	Thu tuc hoan tien cho don hang # 203171703486168 da hoan tat. Ma tien dien tu se duoc hoan lai trong vong 1 ngay lam viec. Vui long ki	5855
LAZADA	Thu tuc hoan tien cho don hang # 203505303572559 da hoan tat. Ma tien dien tu se duoc hoan lai trong vong 1 ngay lam viec. Vui long ki	5855
LAZADA	Thu tuc hoan tien cho don hang # 202244432674703 da hoan tat. Ma tien dien tu se duoc hoan lai trong vong 1 ngay lam viec. Vui long ki	5855
LAZADA	Thu tuc hoan tien cho don hang # 202623140505554 da hoan tat. Ma tien dien tu se duoc hoan lai trong vong 1 ngay lam viec. Vui long ki	5855
LAZADA	Thu tuc hoan tien cho don hang # 203204246578796 da hoan tat. Ma tien dien tu se duoc hoan lai trong vong 1 ngay lam viec. Vui long ki	5855
PC_VinhPhuc	Thong bao: Do cong tac chuyen doi he thong CMIS3.0 nen lich thu tien dien thang 6/2018 se lui lai 1 ngay. Thang 7/2018 se tro lai nhu cu. Mong Quy KH thong cam	3463
PC_VinhPhuc	Thong bao: Do cong tac chuyen doi he thong CMIS3.0 nen lich thu tien dien thang 6/2018 se lui lai 1 ngay. Thang 7/2018 se tro lai nhu cu. Mong Quy KH thong cam	3463
PC_VinhPhuc	Thong bao: Do cong tac chuyen doi he thong CMIS3.0 nen lich thu tien dien thang 6/2018 se lui lai 1 ngay. Thang 7/2018 se tro lai nhu cu. Mong Quy KH thong cam	3463
PC_VinhPhuc	Thong bao: Do cong tac chuyen doi he thong CMIS3.0 nen lich thu tien dien thang 6/2018 se lui lai 1 ngay. Thang 7/2018 se tro lai nhu cu. Mong Quy KH thong cam	3463
PC_VinhPhuc	Thong bao: Do cong tac chuyen doi he thong CMIS3.0 nen lich thu tien dien thang 6/2018 se lui lai 1 ngay. Thang 7/2018 se tro lai nhu cu. Mong Quy KH thong cam	3463
PC_VinhPhuc	Thong bao: Do cong tac chuyen doi he thong CMIS3.0 nen lich thu tien dien thang 6/2018 se lui lai 1 ngay. Thang 7/2018 se tro lai nhu cu. Mong Quy KH thong cam	3463
PC_VinhPhuc	Thong bao: Do cong tac chuyen doi he thong CMIS3.0 nen lich thu tien dien thang 6/2018 se lui lai 1 ngay. Thang 7/2018 se tro lai nhu cu. Mong Quy KH thong cam	3463
PC_VinhPhuc	Thong bao: Do cong tac chuyen doi he thong CMIS3.0 nen lich thu tien dien thang 6/2018 se lui lai 1 ngay. Thang 7/2018 se tro lai nhu cu. Mong Quy KH thong cam	3463
PC_VinhPhuc	Thong bao: Do cong tac chuyen doi he thong CMIS3.0 nen lich thu tien dien thang 6/2018 se lui lai 1 ngay. Thang 7/2018 se tro lai nhu cu. Mong Quy KH thong cam	3463
PC_VinhPhuc	Thong bao: Do cong tac chuyen doi he thong CMIS3.0 nen lich thu tien dien thang 6/2018 se lui lai 1 ngay. Thang 7/2018 se tro lai nhu cu. Mong Quy KH thong cam	3463
PCBACTULIEM	PC BACTULIEM TB:Lich thu tien dien cua Quy KH thay doi vao ngay 15 den ngay 20 hang thang tai NVH TDP so 3, P. Duc Thang thoi gian tu 8h30-18h00. LH:0981244803	1892
PCBACTULIEM	PC BACTULIEM TB:Lich thu tien dien cua Quy KH vao ngay 12,13,14 hang thang tai TDP Dinh. Dc: so 21,ngo 323 duong Thuy Phuong, phuong Thuy Phuong. LH:0981244805	1892
PCBACTULIEM	PC BACTULIEM TB:Lich thu tien dien cua Quy KH thay doi vao ngay 15 den ngay 20 hang thang tai NVH TDP so 3, P. Duc Thang thoi gian tu 8h30-18h00. LH:0981244803	1892
PCBACTULIEM	PC BACTULIEM TB:Lich thu tien dien cua Quy KH thay doi vao ngay 15 den ngay 20 hang thang tai NVH TDP so 3, P. Duc Thang thoi gian tu 8h30-18h00. LH:0981244803	1892
PCBACTULIEM	PC BACTULIEM TB:Lich thu tien dien cua Quy KH thay doi vao ngay 15 den ngay 20 hang thang tai NVH TDP so 3, P. Duc Thang thoi gian tu 8h30-18h00. LH:0981244803	1892
PCBACTULIEM	PC BACTULIEM TB:Lich thu tien dien cua Quy KH thay doi vao ngay 15 den ngay 20 hang thang tai NVH TDP so 3, P. Duc Thang thoi gian tu 8h30-18h00. LH:0981244803	1892
PCBACTULIEM	PC BACTULIEM TB:Lich thu tien dien cua Quy KH vao ngay 12,13,14 hang thang tai TDP Dinh. Dc: so 21,ngo 323 duong Thuy Phuong, phuong Thuy Phuong. LH:0981244805	1892
PCBACTULIEM	PC BACTULIEM TB:Lich thu tien dien cua Quy KH thay doi vao ngay 15 den ngay 20 hang thang tai NVH TDP so 3, P. Duc Thang thoi gian tu 8h30-18h00. LH:0981244803	1892
PCBACTULIEM	PC BACTULIEM TB:Lich thu tien dien cua Quy KH thay doi vao ngay 15 den ngay 20 hang thang tai NVH TDP so 3, P. Duc Thang thoi gian tu 8h30-18h00. LH:0981244803	1892
PCBACTULIEM	PC BACTULIEM TB:Lich thu tien dien cua Quy KH thay doi vao ngay 15 den ngay 20 hang thang tai NVH TDP so 3, P. Duc Thang thoi gian tu 8h30-18h00. LH:0981244803	1892
EVN.TAYNINH	DL Hoa Thanh thong bao tien dien cua Kh Nguyen thanh Dan; hoa don ky 1 ; thang 6/2018 ; ma KH PB05080003143 ;dien tieu thu 238KWH ;so tien 475 387VND	6295
EVN.TAYNINH	DL Ben Cau thong bao tien dien cua Kh Nguyen Quoc Trung; hoa don ky 1 ; thang 6/2018 ; ma KH PB05090058958 ;dien tieu thu 77KWH ;so tien 132 715VND	6295
EVN.TAYNINH	DL Ben Cau thong bao tien dien cua Kh Nguyen Van Khoi; hoa don ky 1 ; thang 6/2018 ; ma KH PB05090029297 ;dien tieu thu 15KWH ;so tien 25 559VND	6295
EVN.TAYNINH	DL Ben Cau thong bao tien dien cua Kh Nguyen Van Quoi; hoa don ky 1 ; thang 6/2018 ; ma KH PB05090052585 ;dien tieu thu 76KWH ;so tien 130 955VND	6295
EVN.TAYNINH	DL Hoa Thanh thong bao tien dien cua Kh Tran Quang Vinh; hoa don ky 1 ; thang 6/2018 ; ma KH PB05080003906 ;dien tieu thu 52KWH ;so tien 88 715VND	6295
EVN.TAYNINH	DL Ben Cau thong bao tien dien cua Kh Doan Van Than; hoa don ky 1 ; thang 6/2018 ; ma KH PB05090030702 ;dien tieu thu 80KWH ;so tien 137 995VND	6295
EVN.TAYNINH	DL Hoa Thanh thong bao tien dien cua Kh Le Van Cai; hoa don ky 1 ; thang 6/2018 ; ma KH PB05080049438 ;dien tieu thu 440KWH ;so tien 1 041 469VND	6295
EVN.TAYNINH	DL Ben Cau thong bao tien dien cua Kh Nguyen Van Rang; hoa don ky 1 ; thang 6/2018 ; ma KH PB05090063863 ;dien tieu thu 10KWH ;so tien 17 292VND	6295
EVN.TAYNINH	DL Hoa Thanh thong bao tien dien cua Kh Nguyen thanh van; hoa don ky 1 ; thang 6/2018 ; ma KH PB05080003208 ;dien tieu thu 59KWH ;so tien 101 035VND	6295
EVN.TAYNINH	DL Ben Cau thong bao tien dien cua Kh Nguyen Thi Khanh; hoa don ky 1 ; thang 6/2018 ; ma KH PB05090061814 ;dien tieu thu 180KWH ;so tien 336 699VND	6295
VIETTEL_HBH	ch mang CMND den diem thu tien dien nuoc to 8 P.Thai Binh de duoc ho tro, thoi gian lam viec tu 8h den 11h ngay 19/6  de duoc ho tro .	181
VIETTEL_HBH	ch mang CMND den diem thu tien dien nuoc to 8 P.Thai Binh de duoc ho tro, thoi gian lam viec tu 8h den 11h ngay 19/6  de duoc ho tro .	181
VIETTEL_HBH	ch mang CMND den diem thu tien dien nuoc to 8 P.Thai Binh de duoc ho tro, thoi gian lam viec tu 8h den 11h ngay 19/6  de duoc ho tro .	181
VIETTEL_HBH	ch mang CMND den diem thu tien dien nuoc to 8 P.Thai Binh de duoc ho tro, thoi gian lam viec tu 8h den 11h ngay 19/6  de duoc ho tro .	181
VIETTEL_HBH	ch mang CMND den diem thu tien dien nuoc to 8 P.Thai Binh de duoc ho tro, thoi gian lam viec tu 8h den 11h ngay 19/6  de duoc ho tro .	181
VIETTEL_HBH	ch mang CMND den diem thu tien dien nuoc to 8 P.Thai Binh de duoc ho tro, thoi gian lam viec tu 8h den 11h ngay 19/6  de duoc ho tro .	181
VIETTEL_HBH	ch mang CMND den diem thu tien dien nuoc to 8 P.Thai Binh de duoc ho tro, thoi gian lam viec tu 8h den 11h ngay 19/6  de duoc ho tro .	181
VIETTEL_HBH	ch mang CMND den diem thu tien dien nuoc to 8 P.Thai Binh de duoc ho tro, thoi gian lam viec tu 8h den 11h ngay 19/6  de duoc ho tro .	181
VIETTEL_HBH	ch mang CMND den diem thu tien dien nuoc to 8 P.Thai Binh de duoc ho tro, thoi gian lam viec tu 8h den 11h ngay 19/6  de duoc ho tro .	181
